,댓글,출처
54281,쏘렌토 하이브리드 몇달걸린다던데 어떻게 바로 받았노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54282,"게이야 아버지 사고 안나시게 기도 해줄게
치킨 사먹게 만원만",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54283,"효자게이 ㅇㅂ
간만에 훈훈한글이네",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54284,"@로케트박대리 고아새끼 어서오고
이런짤 올리는거 보니
고아원에서 처맞고 자란새낀가보네 ㅉㅉ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54285,2021년식이지?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54286,"존나효자네
ㅇㅂㅇㅂ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54287,효자는 무적권 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54288,니꺼자나 개새끼야 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54289,크으 효자게이 앞으로하는모든일들이 더잘될거다이기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54290,11년식으로 바꿔드려서 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54291,신형쏘렌토 ㅈㄴ 멋잇더라.. 효자는 ㅇㅂ야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54292,"전라도 새낀가?

기아차를 왜 삼?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54293,"@가치지향적민주주의 너같은애들이라 절라도홍어새끼들이랑 뭐가다르냐?
기아가 절라도에만있는구멍가게도아니고...
너도 반일불매하지 그러냐",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54294,@깜장별 전라도 개잡종들은 살처분만이 답이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54295,@가치지향적민주주의 나도 절라도새끼싫어하긴하는데 넌 정신병적인거같다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54296,@깜장별 덜 당했구만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54297,효자게이는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54298,나도 쏘렌토 하이브리드인데 좋다 차 조용하고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54299,지가 탈 찬데 애비 줄꺼라 구라쳐서 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54300,"효자게이는 ㅇㅂ 자동차보험 차대이전할때 자차 필수로 넣고 대물10억이상으로 넣어라

자차는 가격이 오르겠지만 대물은 1만원쯤 더나간다보면된다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54301,나 일베 잘 안주는데 일베준다. 효자게이 복받아라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54302,"ㅁㅈㅎ 주는 색이들은 진짜 ,,,, 가능성이 없다 히키코모리 새끼들",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54303,"굳이 2011년식 신차 어렵사리 구해 가져다줬노?? 료자여 불효자여?

댕청함을 잊지않노",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54304,아부지 담달부터 통장에서 자동차 할부 시작잼 ^^,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54305,착해 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54306,아무튼 주작 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54307,멋지다 선물은 받는거보다 주는게 더 좋더라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54308,"흉기흉기 존나 지랄하면서 막상 살수있는건 흉기차밖에 없는 쉐끼들
하지만 효자라 ㅇㅂ 준다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54309,효자게이 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54310,아부지 19년 넘게 소렌토타는데 아들쉒 눈치없이 소렌토 또사오노 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54311,@Mia칼리파 최소 모하비는 해줬어야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54312,성일이 일베하니?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54313,"벤츠를 사드려야지... 또 소렌토냐?
자랑질에 전번 + 주소까지 까버림.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54314,2011년?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54315,효자ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54316,효자새끼는 2ㅂ지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54317,"일게이들중 나보다훨씬능력있고
많이배운놈들 많은거알고있다.

여기 없이사는놈하고 못배운놈 뿐이다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54318,대단한 효자 ㅇㅂㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54319,너 이름 VIN넘버 집주소 다 보인다 지워라 심성착한 성일아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54320,Killed In Action,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54321,너때문에 아버지는 하나뿐인 인생에 40년이라는 시간을 또렌토만 타고 다니신다!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54322,니차 바꾸면서 아버지 차라고 구라치는거 같은데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54323,혀자 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54324,효자는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54325,"아버지랑 상의해서
아버지가 원하는 차를 사드렸어야지 이왕 사줄거면",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54326,애비도 차옆에 세워두고 같이 인증해라ㅅㅂㄹㅁ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54327,효도해서 좋긴한데 게이 재산에 큰타격,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54328,"일게이들중 나보다훨씬...

많이배운놈들 많은거알고있다.


이거는 잘못 알고 있는 거고",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54329,세줄요약 뭐냐 씨베라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54330,아버지 : 하 시발 다음차는 세단 사려고했는데..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54331,요즘시대에도 효도라는게 있긴 있구나...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54332,결혼했냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54333,효자구나!!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54334,아들아 지금 2020년이다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54335,"@kionllok ㅅㅂ 뭔말인가 했네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
그런건 그냥 좀 넘어가자 이새끼야 ㅋㅋㅋ
따봉주고감",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54336,아버지께 전달한걸 ㅇㅈ해야지 이새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54337,효자게이. ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54338,휘발유냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54339,착한 학생에게 ㅇㅂ를 줌.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54340,효자는 ㅇㅂ다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54341,x5가 아니라 불효자 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54342,기아 새끼들 실내디자인 하나는 외제차급으로 뽑네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54343,"투베드렸습니다.
복 받으세요",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54344,"@익명8dd27e ㄴㄴ옛날에 그렇게들 씀 아재라는거지

대표적으로 있읍니다 이런거 ㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54345,@익명5737f2 그건 몰것고 4050이 저렇게 쓰는분들있음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54346,응 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54347,@노무사변무현 ㅇㅂ준거 내는 다안다.. 이 착한 게이야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54348,2021년식인데 2011년식이라고하여 나의혼돈을 유방하였으므로 ㅁㅈㅎ 판결드립니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54349,@토토는정이다 유발인데 유방이라고하여 나의발기를 유방하였으므로 ㅇㅂ드림,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54350,효도르는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54351,"효자네

ㅇㅂ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54352,후기도 올려라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54353,2011년식 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54354,본인 차면서 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54355,멋지다 진짜 멋지다. 아버지 좋아하시겠네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54356,복많이 받아라~~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54357,후기를 올려야 ㅇㅂ를 주지.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54358,훈훈하다..애비가 사랑으로 키워서 자연스럽게 이런 마음이 생긴거겠지..부럽다..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54359,"너가 99.9% 일게이보다 능력있고, 많이 배운거 장담할수있다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54360,11년식 ㅋㅋㅋㅋㅋㅋㅋ 새거는 지가 타고 중고로 바꿔드렷노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54361,아버지 오열...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54362,"누구명의임? 새차살때 헌차덮어서 안삿음?
암튼 ㅊㅋㅊㅋ 효자게이노",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54363,너도 알다시피 효자는 무조건 ㅇㅂ야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54364,효자 일게이 ㅇㅂ 야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54365,애비명의로 풀할부 했을듯ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54366,21년식 아니냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54367,@야메로전도사 새거는 지가타고 11년식 중고로 바꿔드렸나보다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54368,효자라서 추천,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54369,부럽다 나는 내차도없는데 부모님한테 차까지 선물해줄 여력이면,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54370,잘했다. 소렌토 구형 명차 ㅆㅅㅌㅊ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54371,신형소렌토 눈뽕개오지던데 ㄹㅇ 진심개뿌수고싶음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54372,효자게이노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54373,"이거 아버지차 바꿔드린다하고 일베갈려고 주작하는거 99.79% 티나는데?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
본인차 쏘렌토 거의 02년식 중고타다가
신형으로 바꾸고 애비차 샀다고 주작질 ㅁㅈㅎ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54374,짜식 성공했구나...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54375,2011년식? ㅁㅈㅎ.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54376,"야이 개새끼야
행복해라",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54377,"저쏘렌토 05~08년식임 ㄹㅇ 우리집에 저차 타다가 g80으로 바꿨음
효자 ㅇㅂ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54378,"2021년식도아니고 2011년식?
이새기 근데 차팔이인가?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54379,"20년밖에 못타는 차 살 바에야

포르쉐 산다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54380,"야 너 진짜 대단하다
후기도 남겨줘라 ㅇㅂ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54381,효자 ㅇㅂ ^^,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54382,"2021 년식 븅신아 ?

2011년식이라서, 중고차 깔끔한걸로 뽑은줄 알고, 다시 돌려봤네..ㅅㅂ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54383,11년 ㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54384,좋은차 사드렸네 .효가게이는 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54385,10년전껄로 바꿔주냐 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54386,아버지 폘리셰이드로 바꾸고 싶어하시는거 아니노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54387,기아차 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54388,"애미 보지 탐하다

얼떨결에 생겨나고서는

이런 스토리를 써간다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv
54389,불효자냐 소렌토를 소렌토로 바꿔드리게 이제 지겨우실만도한데 X5로 바꺼드리지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv
